gene	term	estimate	std.error	statistic	p.value	conf.low	conf.high
AASS	log_expr	0.8869635321325259	0.37039263370651404	2.394657591477168	0.016635892743455314	0.214944132322514	1.6912778421510897
AATF	log_expr	-2.4598652519390707	0.7454779839862588	-3.29971549097339	9.678289178548232e-4	-4.1091547847267345	-1.137856260725394
AATK	log_expr	-1.03116723396809	0.37325991757591853	-2.7625983541572143	0.005734328212137291	-1.8816219887008585	-0.3999681447315043
AB000466	log_expr	0.6311934946506128	0.4334205637391299	1.4563072162642468	0.14530771155801128	-0.14863702029323106	1.599165732129578
AB007962	log_expr	0.7633101389731644	0.34527353283375717	2.2107403736060016	0.027053820993352906	0.14289305110055098	1.519121201801166
AB062083	log_expr	-0.5677892737300574	0.882941948456918	-0.6430652374398563	0.5201817698558138	-2.349555314394777	1.155439867686523
AB073649	log_expr	0.36022465238656126	0.35109946503833633	1.0259903197153222	0.30489614700457535	-0.31523522605503485	1.0844935160126274
AB074160	log_expr	1.3976264441444677	1.0291050480285684	1.358098910137373	0.17443230100362828	-0.4267381739477803	3.7414410368418056
AB074162	log_expr	0.4244975127544263	0.35911318778172413	1.1820716342292727	0.23717727846481973	-0.2593950314574012	1.1753493023577388
AB074166	log_expr	1.3918241455697626	0.4958476499385943	2.8069592459339594	0.005001156841951438	0.5912021189976712	2.5391136378919628
AB074188	log_expr	1.8238115107271347	0.6159877466257834	2.9607918675614697	0.0030684922544378878	0.7094098583919729	3.1640708558789004
AB075489	log_expr	0.9088747000312113	0.38085574169001496	2.3864014652848797	0.017014166098979443	0.21771688310112414	1.7343962438922265
AB075492	log_expr	-0.10487617843664249	0.385849899986009	-0.27180563851499073	0.7857714694848121	-0.8943179104625482	0.6608418007289376
AB209061	log_expr	-2.536246880568064	0.7966947008455311	-3.183461466326246	0.00145525481596128	-4.488214914937726	-1.3104174451740966
AB209185	log_expr	1.7258856680606145	0.6771260481016633	2.5488395741076126	0.010808200647272876	0.5181537750499436	3.192717602430586
AB209315	log_expr	0.43685369158472004	0.31698615863064605	1.3781475300747887	0.1681577433156232	-0.1572582982080803	1.1129069207961801
AB209621	log_expr	-1.337503550256691	0.5691261743574785	-2.3501002247290437	0.018768356686417725	-2.6105596553874113	-0.36579746321484724
AB231710	log_expr	0.4794982131433769	0.6994034392572265	0.685581720405334	0.49297691181981795	-0.8691315468969204	1.9756040617231876
AB231729	log_expr	1.174805870173436	0.955724944835244	1.2292301006917417	0.218985546212747	-0.6284530982084475	3.185608760324495
AB488780	log_expr	-0.018991048049811672	0.4198197456566052	-0.04523619540598157	0.9639190440060335	-0.8752804881311653	0.8316700030506174
AB586698	log_expr	1.3840130303033746	0.5676641053683623	2.4380844538431337	0.014765323956695081	0.32811263099258875	2.587411284705946
ABAT	log_expr	-0.9251839443337118	0.5879095004795503	-1.5736842891279204	0.11556045575314959	-2.161483128666472	0.18220151219291977
ABCA1	log_expr	0.25980569742148507	0.4213240481212753	0.6166410357537953	0.5374715214015784	-0.563014623165763	1.1108235041261263
ABCA10	log_expr	-0.05145735205015426	0.19534100178467384	-0.26342320137620756	0.7922244098058656	-0.4447081755438484	0.33453384601535907
ABCA11P	log_expr	0.6119532925972424	0.3453090685075482	1.7721900419301195	0.07636301607484458	-0.014701939049683001	1.3595759465217827
ABCA12	log_expr	0.996566351842078	0.6531211641650797	1.5258521795355429	0.12704668231212815	0.034321131871674966	2.483791342083094
ABCA13	log_expr	2.3630489796473553	0.7584420206641846	3.1156619955972116	0.001835325096470645	1.0352668998776398	4.031213185851182
ABCA17P	log_expr	-1.8468267644722227	0.6638028776140416	-2.78219156131172	0.0053993160277029904	-3.3865288217418597	-0.7519020307466745
ABCA2	log_expr	-2.4750461600839557	0.6685863282359664	-3.7019096196810493	2.139828483195094e-4	-4.068062255308709	-1.3883863628066473
ABCA3	log_expr	-3.173340830962186	0.8366623652607836	-3.7928571461118263	1.489238376335219e-4	-5.189793948528334	-1.8288900946504596
ABCA4	log_expr	-0.5572199333917226	0.3617336097569742	-1.5404151518187188	0.12345919040612434	-1.3295304231567586	0.11715567033101468
ABCA5	log_expr	0.551275670002944	0.22230503744254357	2.4798163655892207	0.013145006119613242	0.14733929189799197	1.03323352089501
ABCA6	log_expr	0.4665157353554984	0.3191866743976465	1.4615764778898872	0.1438573040744791	-0.14195384387918536	1.1259980448760618
ABCA7	log_expr	-1.56543443646431	0.44510117291192836	-3.517030580312716	4.364035011684735e-4	-2.602130115322053	-0.8227186218952732
ABCA8	log_expr	-0.5104546579828175	0.26875200117735726	-1.8993520262048342	0.05751820664979859	-1.0820701488883844	-0.017358889807314995
ABCA9	log_expr	-0.24699254326946168	0.26158635592448715	-0.94421034459749	0.345062170027852	-0.7804721344746929	0.2590083906278589
ABCB1	log_expr	0.40983909531438384	0.3324248316868632	1.2328774996581577	0.2176214712645609	-0.21505765667944535	1.112435995557494
ABCB10	log_expr	3.944494323969382	1.0948105397575147	3.6029013064151103	3.14685033515767e-4	2.12157598004692	6.513278406130415
ABCB11	log_expr	2.0314531556398854	0.8550537772069858	2.3758191704334455	0.017510041580420497	0.4487121761007062	3.8421456525628748
ABCB4	log_expr	0.7780794972579568	0.4027328572835624	1.931999048962907	0.053359623262262644	0.049285866358219174	1.653931292204183
ABCB5	log_expr	0.08159757676025473	0.2617066008241704	0.3117902892142819	0.7551999045191083	-0.4350943064211528	0.6116442438734101
ABCB6	log_expr	-0.7986725503979704	0.3652921546403026	-2.1863939322332575	0.028786797159421642	-1.5936966707511486	-0.15528317090850835
ABCB7	log_expr	3.497116430678358	1.099109490901604	3.1817725710016926	0.001463767132580097	1.6832204257340226	6.038519202176475
ABCB8	log_expr	-1.3989218472769545	0.46726035978901126	-2.993880858861277	0.0027545348292389344	-2.4672015478139566	-0.6007923884195138
ABCB9	log_expr	-1.9252908018953152	0.5566605283420278	-3.4586443691807127	5.429012280236927e-4	-3.1788922456019346	-0.9748736782004354
ABCC1	log_expr	-0.49633008493656755	0.41980253314765636	-1.1822941639134756	0.2370890004627311	-1.3813842897752624	0.2984204541302681
ABCC10	log_expr	-1.2820149725690115	0.43579663521614015	-2.941773453420943	0.003263385728543329	-2.253604568519321	-0.5223810580826757
ABCC11	log_expr	-0.15160694365492702	0.7526128114647995	-0.20144082235307237	0.8403538977455336	-1.652392028792681	1.3341920818565305
ABCC13	log_expr	0.6623575055462639	0.4596231589485641	1.4410881885531526	0.14955976998864418	-0.1719058778646332	1.6645790741552107
ABCC2	log_expr	0.15663661238920165	0.36010045026319815	0.43498032916847407	0.6635767056870479	-0.5515011901809272	0.9072562306795532
ABCC3	log_expr	-0.4395295814203547	0.2149592033523329	-2.044711622325542	0.04088329712108109	-0.892599475202716	-0.038024291178965663
ABCC4	log_expr	3.917495921622664	1.085872689726728	3.6076935709733577	3.089310427268015e-4	2.232332683863546	6.6666717250956005
ABCC5	log_expr	-0.10563872681059794	0.21124140603284458	-0.5000853232068189	0.6170150000481764	-0.571736008277802	0.30627806468387636
ABCC6	log_expr	-1.1041520236224982	0.2774770485837029	-3.9792553267317277	6.913146558179192e-5	-1.7350147356905843	-0.6288857755559438
ABCC6P1	log_expr	-0.6521580433722973	0.33100963222406404	-1.9702086582509006	0.04881446165818145	-1.3465832199678838	-0.031187793516749506
ABCC6P2	log_expr	-1.976643859599703	0.6245276746843701	-3.1650220474195616	0.0015507120025269631	-3.330163923983881	-0.8572647630645224
ABCC8	log_expr	-1.0684212028330469	0.49389953190139885	-2.163235908970945	0.03052303969636017	-2.1133770966432057	-0.16027882982696845
ABCC9	log_expr	0.17408965969308896	0.22790899358166358	0.7638560328717775	0.4449530410228302	-0.2657673772372046	0.648576288667632
ABCD1	log_expr	-2.120687247922403	0.5857732480714297	-3.620321096780105	2.9423764040200024e-4	-3.498363320132082	-1.1545141647525756
ABCD2	log_expr	0.20242492836754702	0.1648879751911299	1.227651247053681	0.21957791522533743	-0.1120581882405713	0.5453385828620396
ABCD3	log_expr	2.519690721595957	0.7644747954424784	3.2959761873346767	9.80803282909216e-4	1.233833236631576	4.262668062377531
ABCD4	log_expr	-1.946747261256755	0.6578915646832376	-2.959070104803786	0.0030856889593166028	-3.4231529024712266	-0.805448217225359
ABCE1	log_expr	6.570187867623466	2.0044434450999935	3.2778115459853776	0.0010461521417872704	3.520245113878955	11.679536062263795
ABCF1	log_expr	-4.125299246100781	1.1723151036788244	-3.5189338029982222	4.3328480539683867e-4	-6.787290183756786	-2.1082336069077283
ABCF2	log_expr	1.410698291112541	0.7807727677433365	1.806797508050742	0.07079385740776217	0.06323664679076904	3.1809849850855385
ABCF3	log_expr	-4.141950373052257	1.1205945625998346	-3.696207809042664	2.1884386301366566e-4	-6.680049120620516	-2.213348229128118
ABCG1	log_expr	-0.6230147113767345	0.4073827755477788	-1.529310390060087	0.12618751509678805	-1.4658990973060404	0.1522082506697977
ABCG2	log_expr	0.7103038467532871	0.4199967534803363	1.6912127078776158	0.09079618478397229	-0.056441244937385664	1.6135320253508785
ABCG4	log_expr	-1.8006373909968447	0.6856199561584921	-2.626290811436939	0.00863210328657077	-3.2853558802378084	-0.5687837361319692
ABCG8	log_expr	-1.2955297000840043	0.623390537133162	-2.0781991751781552	0.03769101804624702	-2.651737010788925	-0.16065782317028077
ABHD1	log_expr	-1.4540966188398785	0.5748291514946746	-2.5296153040584786	0.011418764795760315	-2.733599956580235	-0.4418217071959912
ABHD10	log_expr	4.728313217759335	1.261295122166475	3.748776265492651	1.776995203048307e-4	2.591621073258199	7.614598082070081
ABHD11	log_expr	-0.2973195441532284	0.4902542644156407	-0.6064598836434781	0.5442094135600593	-1.3869035572372908	0.6426793705191874
ABHD12	log_expr	-0.18312579917911043	0.41127215376331544	-0.44526671087121106	0.6561270218626005	-1.0201819688783427	0.6243246197746163
ABHD12B	log_expr	4.905330026718101	2.206355949401311	2.2232722820853765	0.026197445374834778	1.3973184779012353	10.774854011100178
ABHD13	log_expr	5.82034690136472	1.6594584670327646	3.5073772661342555	4.525470583603956e-4	3.2073329785336337	9.928198690050692
ABHD14A	log_expr	-1.1673075333667562	0.6318143119665086	-1.8475484193030327	0.06466769744489961	-2.566143372912776	-0.11278602171609042
ABHD14A-ACY1	log_expr	-0.25281730178108675	0.39874439645177495	-0.6340334912058458	0.5260589655133947	-1.1551108086135984	0.5072264925968373
ABHD14B	log_expr	-3.4829239349092407	0.8846857530138054	-3.93690519265646	8.253919722674587e-5	-5.543659219537207	-1.9929828424509912
ABHD15	log_expr	-1.860413639817158	0.6029586405176378	-3.0854747155128246	0.0020322750245890583	-3.2162169018133198	-0.828330713854391
ABHD16A	log_expr	0.353777799963588	0.6361347400913282	0.5561365818706852	0.5781174888058923	-0.8901826956732037	1.6433730846950156
ABHD16B	log_expr	-0.8951409805338878	0.5058714013812857	-1.7695030359290889	0.07680996458566372	-2.3419368801015854	-0.16214136284096425
ABHD17A	log_expr	-1.658042258363264	0.48988504455923987	-3.3845537372038788	7.129406206155194e-4	-2.7871513677256643	-0.8343150551943452
ABHD17B	log_expr	3.083568620658027	0.9487265596987495	3.250218505147739	0.0011531636846696346	1.4376201532614232	5.190450165497059
ABHD17C	log_expr	1.5178096449011047	0.5009259532876605	3.030007998067313	0.002445472626303319	0.6429318594802733	2.6177662458264677
ABHD2	log_expr	0.3459688017058664	0.39587770362709945	0.8739284848225624	0.38215720111224477	-0.4188461687103395	1.159359278915687
ABHD3	log_expr	2.6716696159483075	0.7081517656242579	3.7727359383099857	1.614671540552196e-4	1.5043077860427247	4.343364907684914
ABHD4	log_expr	-3.2619729563339486	0.9197036157160032	-3.5467653933212526	3.8999171663879514e-4	-5.349531425503753	-1.6882062135757214
ABHD5	log_expr	1.2105303802305676	0.38484899904632225	3.145468438869091	0.00165821085450747	0.5425916830196615	2.0761749581035143
ABHD6	log_expr	-0.8058715657378855	0.6697201526330504	-1.2032959775356118	0.22886180511094203	-2.1993926034129663	0.47064069084106314
ABHD8	log_expr	-2.474634276642687	0.7015076552413676	-3.5275941155499435	4.1935465000041383e-4	-4.065136288767946	-1.2676058036661244
ABI1	log_expr	6.3802963933995365	1.7965694965696266	3.5513774477314053	3.8322041299978436e-4	3.559881298750415	10.877790319674444
ABI2	log_expr	-0.6131015498037371	0.661593873762321	-0.9267037893159136	0.35408034956272405	-1.9836191484041121	0.6595633551091139
ABI3	log_expr	-0.8788885643213588	0.30626267178575345	-2.8697214688187227	0.00410833514691469	-1.551659168826051	-0.3327282675292689
ABI3BP	log_expr	0.043455447645842	0.32175714547625117	0.13505666698255014	0.8925670709305563	-0.5964853130671499	0.690403801647218
ABL1	log_expr	-2.841121283673925	0.7533281979517151	-3.771425643429888	1.6231752751412704e-4	-4.566094397481338	-1.5671796611607098
ABL2	log_expr	2.538365548538421	0.7576839546003361	3.3501640533979113	8.076371157353935e-4	1.2137920545717247	4.224964526451572
ABLIM1	log_expr	-0.35022217480786144	0.31253857929628714	-1.1205726204951172	0.2624698248092648	-1.011833059613253	0.23640506557130783
ABLIM2	log_expr	-0.9597723936594412	0.3618800496406149	-2.6521837681093405	0.00799730022151213	-1.7748614708021029	-0.3424137711325941
ABLIM3	log_expr	-1.5143501965015314	0.4255678263627756	-3.5584226595424586	3.7308861284022593e-4	-2.459512636269433	-0.7679993197125765
ABO	log_expr	-1.6581967721744453	0.5508583988566605	-3.0102051191669794	0.002610713149584387	-2.896685501825131	-0.7237909867916685
ABP1	log_expr	-0.6196116461850948	0.2754753800481275	-2.2492450907113524	0.024496907142670214	-1.1982194290693449	-0.10495959279701822
abParts	log_expr	0.4976437923506366	0.12911120524200687	3.854381123759552	1.1602273970332239e-4	0.2765107897643393	0.7909769522546309
ABR	log_expr	-2.4635039260835745	0.695818216960123	-3.540441836728682	3.9945767179076384e-4	-4.1180947763387845	-1.325778464710512
ABRA	log_expr	0.051619304056532214	0.17959592372334401	0.2874191294900904	0.7737914156311939	-0.32061399503750787	0.4959673444499501
ABRACL	log_expr	2.4746196187962015	0.6257942911585024	3.954365921451695	7.673788990013592e-5	1.4313624105551304	3.941761557050847
ABT1	log_expr	3.3151978046218464	1.26721233364258	2.6161344208924855	0.008893153946211643	1.1298428783919188	6.1364232752760985
ABTB1	log_expr	-2.918068407744719	0.7621722057284165	-3.8286208625987466	1.288633440282419e-4	-4.7051790120004755	-1.6599385046989488
ABTB2	log_expr	-1.9058340484045793	0.5023938351280883	-3.793506040771132	1.4853501579034225e-4	-3.058294280714433	-1.0571509348170243
AC002064.5:ENSG00000225498	log_expr	1.9412503725565082	0.6674308375106589	2.908541624772479	0.003631188332171036	0.7173851975529958	3.366218350508251
AC002480.2:ENSG00000238033	log_expr	2.420495151360998	0.7657429123366294	3.1609762393685994	0.001572413246243546	1.040910149790017	4.079989526852367
AC003005.2:ENSG00000268266	log_expr	0.3727177765273405	1.0016188272143918	0.37211538601356786	0.7098069412318897	-1.600943961931453	2.4129647511469834
AC003051.1:ENSG00000227517	log_expr	1.922224437658001	0.899790505085027	2.1363022023402634	0.03265478949606154	0.29864547172033096	3.847638300482281
AC003682.16:ENSG00000268392	log_expr	0.5569117599295923	0.726544542531406	0.7665211522878089	0.44336627087096664	-0.8364052822569471	2.088342383304834
AC004019.18:ENSG00000272675	log_expr	-0.37636332238116077	0.366820699482557	-1.0260144067989203	0.3048847933013147	-1.2649053530708507	0.2687525822490925
AC004069.2:ENSG00000251259	log_expr	1.2026957955167301	0.6590335604863308	1.824938618648201	0.06801029261994614	-0.002762406805152818	2.614421423541041
AC004156.3:ENSG00000267666	log_expr	-1.6705832569788905	0.7140252226962339	-2.339669809801107	0.019300795238803008	-3.2263547135315696	-0.3820180642046087
AC004158.2:ENSG00000261008	log_expr	1.025856843026441	0.5931459077702299	1.7295185376611122	0.08371633164605714	-0.0795119361736458	2.2915464555463574
AC004257.3:ENSG00000270143	log_expr	-0.6495736447429536	0.5111238359670641	-1.2708733168625128	0.2037737204660559	-1.7498028965137835	0.3064150106591853
AC004540.5:ENSG00000214870	log_expr	-1.2506940906925532	0.41980280900530736	-2.979241834174438	0.0028896261754404505	-2.231844593521399	-0.5480299306421416
AC004791.2:ENSG00000267453	log_expr	0.21635786815509211	0.6900453132589172	0.3135415370525252	0.7538692683776873	-1.1412943768014185	1.5925327801550686
AC004840.8:ENSG00000230914	log_expr	-4.034700757455692	1.2326354587750152	-3.27323113150205	0.0010632549368393162	-6.795696388298827	-1.9681991762448237
AC004947.2:ENSG00000233760	log_expr	-0.018389449778994437	0.42799384408082003	-0.04296662214497149	0.9657281409397066	-0.8696734982255659	0.8308849852202566
AC005083.1:ENSG00000233834	log_expr	3.0869355062662245	0.8678201782191542	3.5571142314308664	3.74951137858826e-4	1.5445194200659278	4.998325767047395
AC005304.1:ENSG00000233852	log_expr	-0.6086442357990447	1.0540445401146625	-0.5774369228579603	0.563644337686554	-2.7305838855638305	1.452280464424642
AC005498.3:ENSG00000267421	log_expr	-0.9153412539600398	0.9302171844791624	-0.9840081103990229	0.32511152516535363	-2.824939131572326	0.8773977733132636
AC005532.5:ENSG00000230825	log_expr	0.7632121326387883	0.5484591093417658	1.3915570361384986	0.16405657673966106	-0.2658669844834042	1.921012092483045
AC005546.2:ENSG00000266897	log_expr	-1.6401822187452348	0.6052943601779688	-2.709726583712077	0.006733869296769632	-2.9612368474898725	-0.5555614351033572
AC005550.4:ENSG00000229108	log_expr	-0.10377947849214891	0.4241672482424139	-0.24466641147370805	0.8067147374471185	-0.9518312420585335	0.7331268508275885
AC005592.1:ENSG00000236714	log_expr	-0.08683042891945182	0.4975650610260198	-0.17451070366637156	0.8614641195265951	-1.0925760141949086	0.9028365105521994
AC005592.3:ENSG00000261757	log_expr	-0.33039101571330187	0.5072383712500161	-0.6513525680226058	0.5148189216517889	-1.383153426055878	0.6548540126235911
AC005618.6:ENSG00000272070	log_expr	0.671748837224466	0.40531225671899274	1.6573612716829251	0.09744645642888594	-0.05974370499687417	1.567351165529055
AC005682.8:ENSG00000235664	log_expr	0.7385767981088639	0.7365587582258584	1.0027398219903954	0.31598641081988244	-0.6733362374605918	2.2700947574915515
AC005754.8:ENSG00000272108	log_expr	-0.11639122699689339	0.4272268316321004	-0.2724342629704537	0.7852881306028658	-0.9764328422353215	0.7274067316584041
AC005789.11:ENSG00000267473	log_expr	-0.5494085716508441	0.6272714202963521	-0.8758705623656152	0.38110040444472115	-1.8935388027669482	0.6461951379105608
AC006116.21:ENSG00000267606	log_expr	-0.31246283039986283	0.8769316193649587	-0.3563137917482515	0.7216055819108511	-2.058998083166725	1.4106668244949863
AC006126.4:ENSG00000267045	log_expr	-1.3152385613950095	0.42248210894966276	-3.1131225051513733	0.0018511915996451175	-2.279490059151525	-0.5981658542832985
AC006129.1:ENSG00000268355	log_expr	1.8573101151279912	0.7998127522384698	2.3221811729431154	0.020223182303580257	0.36391580619404307	3.540402588401612
AC006129.2:ENSG00000268027	log_expr	1.809663797912721	0.5077974398162807	3.563751322904367	3.6559232534452045e-4	0.9456566399470925	2.9667500977019903
AC006129.4:ENSG00000270164	log_expr	1.9105959397311036	0.5698489675979007	3.352811092709159	7.999528547283855e-4	0.9440886590046333	3.204412931309073
AC006262.4:ENSG00000269729	log_expr	1.4288035521663012	0.7022610176397432	2.0345761992719225	0.041893534218289105	0.13372237424956396	2.911659033134898
AC006262.6:ENSG00000268460	log_expr	-0.845979975607834	0.6137624436760416	-1.3783508331675671	0.16809499566236835	-2.127803615577257	0.3182790660687145
AC006272.1:ENSG00000269483	log_expr	0.5334639179890052	0.6841724313326697	0.7797214467555994	0.43555485222425533	-0.7991977692380277	1.9108984193326553
AC006273.5:ENSG00000267530	log_expr	-1.1485955902972929	0.6232557817742271	-1.842896004955745	0.06534419571363347	-2.514907610165721	-0.07260360484840506
AC006372.4:ENSG00000234210	log_expr	-0.5459626314565993	0.7990534433431267	-0.6832617217346174	0.4944414772953156	-2.1647215123868437	1.0113927544920764
AC006946.16:ENSG00000273203	log_expr	0.04997035804786746	0.3540812728092832	0.1411268030398849	0.8877697697906848	-0.6540943325189393	0.7622552050899216
AC006946.17:ENSG00000273442	log_expr	0.8283524205926825	0.5430855220334688	1.5252706746648155	0.12719159902453478	-0.2127190578490539	1.938497173563683
AC007064.24:ENSG00000237689	log_expr	0.9368099887209685	0.563724785904744	1.661821534452216	0.09654856312222425	-0.1400796081120639	2.0940254263548193
AC007228.9:ENSG00000268568	log_expr	0.13394883284487524	0.42935171574180037	0.31197926532900633	0.7550562813169015	-0.7126489503986644	0.9985935512798039
AC007381.3:ENSG00000228590	log_expr	2.9261784311469055	0.9891994062779531	2.9581279695235527	0.003095136020210459	1.2483325636555391	5.155425917986084
AC007551.3:ENSG00000228878	log_expr	1.3883440974554309	0.8494652693309697	1.6343741734713613	0.10218030773689901	-0.015352006237120887	3.338487037257531
AC007879.2:ENSG00000234902	log_expr	2.477554747701095	0.8654285550274252	2.8628067947475824	0.0041990652405066164	0.877321078658087	4.31467568596269
AC007879.7:ENSG00000229647	log_expr	1.9850836934389795	0.8068800620044194	2.4601967342057174	0.013886087336506819	0.5015650909087218	3.7169468960048064
AC008074.4:ENSG00000223863	log_expr	0.35216259220436547	0.7431528022089817	0.4738764237416331	0.6355880324114144	-1.1051024568915975	1.9013351749059535
AC008088.4:ENSG00000260907	log_expr	-0.06633950284934402	0.7416691837323396	-0.08944621713349389	0.928727294680122	-1.6474664911719215	1.476061267048726
AC008269.2:ENSG00000229321	log_expr	1.5816472348146668	0.6737346722390212	2.3475817706670514	0.018895725045018723	0.3625671701858999	3.0510559506024384
AC008440.10:ENSG00000232324	log_expr	-1.413479672827369	0.48749959758290945	-2.8994478761328155	0.003738204935947864	-2.4681599707694204	-0.5358201357217796
AC008592.8:ENSG00000272021	log_expr	2.347698998593472	1.1536999958061858	2.0349302306731314	0.04185789367116062	0.25145496388557287	4.820732332731068
AC008746.12:ENSG00000267838	log_expr	-0.6256920410609256	0.38175981105077783	-1.6389678089444106	0.10121996408782744	-1.4357745592560733	0.08884895471584678
AC008991.1:ENSG00000267683	log_expr	1.015792101324024	0.7805542765470634	1.3013727960310226	0.19313088066585718	-0.428152567407311	2.696171989468178
AC009120.4:ENSG00000261404	log_expr	-0.09652106400480487	0.48279361012609445	-0.19992199975388203	0.8415415844503038	-1.1939495011750023	0.9131359141415744
AC009229.5:ENSG00000227292	log_expr	1.3448465222274617	0.41349868265538997	3.2523598711153756	0.0011445101403014873	0.6247555862640412	2.2666098282706253
AC009404.2:ENSG00000236255	log_expr	-0.5558041229642491	0.4832699621208573	-1.1500903563819103	0.2501066578955115	-1.601361142741918	0.33431758363717273
AC009495.2:ENSG00000235192	log_expr	1.0817791176022722	0.7150502312179807	1.5128715024112696	0.1303123018903782	-0.2195988740673789	2.6217451602735324
AC009495.3:ENSG00000232411	log_expr	2.454095686022581	0.85318204856705	2.876403330501765	0.004022353807476655	0.8707502868866832	4.254166009597817
AC009495.4:ENSG00000229195	log_expr	0.8006476372498491	0.8481926194773403	0.9439455365023235	0.34519748057184146	-0.8318955831310674	2.5469523347951277
AC009518.4:ENSG00000224865	log_expr	-0.7211895457021145	0.7866483059818579	-0.916787769347522	0.3592538628908683	-2.33835503195835	0.7961919782034567
AC009784.3:ENSG00000232053	log_expr	2.6770374156757204	0.9921294428773356	2.6982743379854544	0.006969997529200383	0.8966525238956019	4.797880223280517
AC010084.1:ENSG00000229308	log_expr	-1.4831434830954966	1.0712053105596353	-1.3845557602031027	0.16618834683808556	-3.892177226480032	0.4499313638449998
AC010090.1:ENSG00000232606	log_expr	4.414564883765258	1.4128930553926842	3.124486221314409	0.0017811586360022755	1.9911298647463789	7.66569893488306
AC010091.1:ENSG00000233491	log_expr	57.596799182866654	7387.164538237291	0.0077968750912119624	0.9937790567721082	-467.124833432747	NA
AC010096.1:ENSG00000234597	log_expr	-0.11966757950931624	0.9275461390374601	-0.12901523112747637	0.897345596856276	-1.9725058560877606	1.7186962954583347
